Price,Zip,My university,Distance to the university (in miles),Address,Bathrooms,Bedrooms,LivingArea,Latitude,Longitude,DetailURL
1300,78705,UT Austin,0.67,"La Casita, 2900 Cole St, Austin, TX 78705",1,2,785,30.287865,-97.725266,zillow.com/apartments/austin-tx/la-casita/5Xpb5s/
1400,78745,UT Austin,6.22,"5608 Cougar Dr APT 205, Austin, TX 78745",1,2,785,30.209366,-97.78504,zillow.com/homedetails/5608-Cougar-Dr-APT-205-Austin-TX-78745/62608049_zpid/
1500,78752,UT Austin,3.66,"1303 E Saint Johns Ave #A, Austin, TX 78752",1,2,927,30.326788,-97.69352,zillow.com/homedetails/1303-E-Saint-Johns-Ave-A-Austin-TX-78752/2112612636_zpid/
1595,78745,UT Austin,6.34,"Cedar + Sage, 5800 Cougar Dr, Austin, TX 78745",1,2,780,30.207975,-97.78614,zillow.com/apartments/austin-tx/cedar-%2b-sage/5jCZ3h/
3600,78703,UT Austin,1.55,"2104 Indian Trl, Austin, TX 78703",1,2,1243,30.294384,-97.761665,zillow.com/homedetails/2104-Indian-Trl-Austin-TX-78703/29335085_zpid/
1780,78745,UT Austin,5.99,"5214 Tahoe Trl #A, Austin, TX 78745",1,2,925,30.22446,-97.803505,zillow.com/homedetails/5214-Tahoe-Trl-A-Austin-TX-78745/2133502924_zpid/
1350,78748,UT Austin,9.36,"9600 Sugar Hill Dr UNIT A, Austin, TX 78748",1,2,900,30.183023,-97.83414,zillow.com/homedetails/9600-Sugar-Hill-Dr-UNIT-A-Austin-TX-78748/2055872441_zpid/
1400,78704,UT Austin,4.68,"City Scene One, 3819 Southway Dr APT 103, Austin, TX 78704",1,2,820,30.230726,-97.77649,zillow.com/b/city-scene-one-austin-tx-5XhtCC/
2300,78702,UT Austin,1.84,"1911 Hamilton Ave, Austin, TX 78702",1,2,900,30.267082,-97.71906,zillow.com/homedetails/1911-Hamilton-Ave-Austin-TX-78702/29386131_zpid/
1395,78748,UT Austin,10.29,"Saddle Creek And The Cove, 10801 Old Manchaca Rd APT 1205, Austin, TX 78748",1,2,988,30.16286,-97.828094,zillow.com/apartments/austin-tx/saddle-creek-and-the-cove/5Xht9t/
1250,78744,UT Austin,6.03,"4905 Merritt Circle, 4905 Merritt Cir APT C, Austin, TX 78744",1,2,780,30.202904,-97.75259,zillow.com/b/4905-merritt-circle-austin-tx-9LSTNN/
2500,78759,UT Austin,6.25,"8200 Neely Dr APT 109, Austin, TX 78759",1,2,979,30.377478,-97.75857,zillow.com/homedetails/8200-Neely-Dr-APT-109-Austin-TX-78759/58299203_zpid/
1457,78750,UT Austin,10.48,"Summit at Westwood, 8312 Fathom Cir #11-1101, Austin, TX 78750",1,2,812,30.43651,-97.77795,zillow.com/apartments/austin-tx/summit-at-westwood/5hCDTD/
2600,78704,UT Austin,3.05,"906 E Monroe St, Austin, TX 78704",1,2,800,30.245138,-97.74209,zillow.com/homedetails/906-E-Monroe-St-Austin-TX-78704/2094844361_zpid/
1800,78704,UT Austin,4.15,"2701 Saint Edwards Cir #B, Austin, TX 78704",1,2,900,30.229637,-97.7467,zillow.com/homedetails/2701-Saint-Edwards-Cir-B-Austin-TX-78704/2080764591_zpid/
1650,78704,UT Austin,4.6,"1504 Rockdale Cir, Austin, TX 78704",1,2,750,30.233217,-97.778534,zillow.com/homedetails/1504-Rockdale-Cir-Austin-TX-78704/29476917_zpid/
2162,78717,UT Austin,13.97,"Lakeline Parmer Lane, 10101 W Parmer Ln #C1, Austin, TX 78717",1,2,1264,30.488731,-97.77368,zillow.com/apartments/austin-tx/lakeline-parmer-lane/5Xht7s/
1300,78758,UT Austin,6.94,"10809 Lanshire Dr #B, Austin, TX 78758",1,2,1030,30.386145,-97.706345,zillow.com/homedetails/10809-Lanshire-Dr-B-Austin-TX-78758/2058360135_zpid/
1695,78751,UT Austin,2.31,"612 Franklin Blvd, 612 Franklin Blvd APT A, Austin, TX 78751",1,2,832,30.321533,-97.72713,zillow.com/b/612-franklin-blvd-austin-tx-5ZrJqV/
1900,78704,UT Austin,3.07,"1601 Kinney Ave APT 2, Austin, TX 78704",1,2,825,30.253393,-97.7673,zillow.com/homedetails/1601-Kinney-Ave-APT-2-Austin-TX-78704/2070057744_zpid/
1600,78758,UT Austin,6.82,"1510 No Mor Cv #A, Austin, TX 78758",1,2,960,30.383158,-97.70222,zillow.com/homedetails/1510-No-Mor-Cv-A-Austin-TX-78758/2062795795_zpid/
2400,78704,UT Austin,3.86,"2525 S Lamar Blvd APT 211, Austin, TX 78704",1,2,942,30.246523,-97.778336,zillow.com/homedetails/2525-S-Lamar-Blvd-APT-211-Austin-TX-78704/83126127_zpid/
2395,78704,UT Austin,3.49,"1117 Mariposa Dr #B, Austin, TX 78704",1,2,850,30.238758,-97.74178,zillow.com/homedetails/1117-Mariposa-Dr-B-Austin-TX-78704/2124586729_zpid/
1720,78745,UT Austin,6.67,"920 Sirocco Dr #A, Austin, TX 78745",1,2,763,30.204138,-97.78965,zillow.com/homedetails/920-Sirocco-Dr-A-Austin-TX-78745/2096273717_zpid/
2400,78705,UT Austin,0.64,"202 E 34th St, Austin, TX 78705",1,2,1304,30.298134,-97.733955,zillow.com/homedetails/202-E-34th-St-Austin-TX-78705/29399208_zpid/
1450,78703,UT Austin,1.67,"El Sorrento Apartments, 1808 W 35th St APT 11, Austin, TX 78703",1,2,832,30.308498,-97.753136,zillow.com/b/el-sorrento-apartments-austin-tx-5Xqbz3/
1599,78703,UT Austin,1.54,"Park Place Apartments, 1301 W 9th St #201, Austin, TX 78703",1,2,700,30.275658,-97.757195,zillow.com/apartments/austin-tx/park-place-apartments/5Xht8G/
1395,78756,UT Austin,2.31,"816 W North Loop Blvd APT 101, Austin, TX 78756",1,2,869,30.322073,-97.73037,zillow.com/homedetails/816-W-North-Loop-Blvd-APT-101-Austin-TX-78756/2110965507_zpid/
2150,78704,UT Austin,3.12,"1512 Chelsea Ln #A, Austin, TX 78704",1,2,850,30.243986,-97.73867,zillow.com/homedetails/1512-Chelsea-Ln-A-Austin-TX-78704/2101598693_zpid/
1895,78703,UT Austin,1.59,"1401 Hartford Road - 2, 1401 Hartford Rd, Austin, TX 78703",1,2,1000,30.283855,-97.762505,zillow.com/b/1401-hartford-road-2-austin-tx-5bxvxb/
1695,78721,UT Austin,3.77,"901 E Leslie Cir #A, Austin, TX 78721",1,2,810,30.255001,-97.68717,zillow.com/homedetails/901-E-Leslie-Cir-A-Austin-TX-78721/2101285915_zpid/
1500,78758,UT Austin,7.33,"11304 Ptarmigan Cv #B, Austin, TX 78758",1,2,886,30.391373,-97.70393,zillow.com/homedetails/11304-Ptarmigan-Cv-B-Austin-TX-78758/2055671056_zpid/
1595,78758,UT Austin,8.83,"Leeann 2000, 2000 Leeann Dr #B, Austin, TX 78758",1,2,816,30.412231,-97.69693,zillow.com/b/leeann-2000-austin-tx-5bv9k3/
1300,78752,UT Austin,3.75,"The Joplin At Crestview, 7401 N Lamar Blvd #JOP-150, Austin, TX 78752",1,2,800,30.340446,-97.716324,zillow.com/apartments/austin-tx/the-joplin-at-crestview/5XhsxR/
2045,78722,UT Austin,1.39,"J09, 1505 Kirkwood Rd #A, Austin, TX 78722",1,2,900,30.294413,-97.714005,zillow.com/b/j09-austin-tx-9LRfSX/
2095,78757,UT Austin,4.1,"1001 Taulbee Ln, Austin, TX 78757",1,2,1368,30.345915,-97.71688,zillow.com/homedetails/1001-Taulbee-Ln-Austin-TX-78757/29419201_zpid/
2650,78704,UT Austin,3.89,"2705 La Mesa Dr, Austin, TX 78704",1,2,768,30.236704,-97.76044,zillow.com/homedetails/2705-La-Mesa-Dr-Austin-TX-78704/29476399_zpid/
1995,78758,UT Austin,7.38,"11411 Ptarmigan Dr #A, Austin, TX 78758",1,2,957,30.391806,-97.70257,zillow.com/homedetails/11411-Ptarmigan-Dr-A-Austin-TX-78758/2055716882_zpid/
3200,78704,UT Austin,2.95,"1000 W Monroe St, Austin, TX 78704",1,2,1029,30.251596,-97.76021,zillow.com/homedetails/1000-W-Monroe-St-Austin-TX-78704/29321898_zpid/
1800,78722,UT Austin,1.38,"1506 Ashwood Rd #B, Austin, TX 78722",1,2,871,30.29398,-97.714066,zillow.com/homedetails/1506-Ashwood-Rd-B-Austin-TX-78722/2055984166_zpid/
3000,78702,UT Austin,2.52,"1505 Robert Weaver Ave, Austin, TX 78702",1,2,735,30.25279,-97.73162,zillow.com/homedetails/1505-Robert-Weaver-Ave-Austin-TX-78702/29381447_zpid/
1550,78745,UT Austin,7.27,"6800 Shier Cv #A, Austin, TX 78745",1,2,880,30.204353,-97.80878,zillow.com/homedetails/6800-Shier-Cv-A-Austin-TX-78745/2069944582_zpid/
1750,78704,UT Austin,4.47,"Oak Grove, 3625 S 1st St APT 105, Austin, TX 78704",1,2,975,30.229876,-97.7666,zillow.com/apartments/austin-tx/oak-grove/5Xht3p/
1100,78759,UT Austin,8.65,"11906 Alpheus Ave APT D, Austin, TX 78759",1,2,750,30.41417,-97.73027,zillow.com/homedetails/11906-Alpheus-Ave-APT-D-Austin-TX-78759/2055813697_zpid/
4400,78703,UT Austin,1.54,"707 Blanco St, Austin, TX 78703",1,2,1300,30.274237,-97.755844,zillow.com/homedetails/707-Blanco-St-Austin-TX-78703/29327544_zpid/
3200,78751,UT Austin,0.97,"513 E 40th St., 513 E 40th St #A, Austin, TX 78751",1,2,952,30.3007,-97.72747,zillow.com/b/513-e-40th-st.-austin-tx-9T5hX3/
1800,78741,UT Austin,4.95,"2408 Ventura Dr #A, Austin, TX 78741",1,2,850,30.217478,-97.73546,zillow.com/homedetails/2408-Ventura-Dr-A-Austin-TX-78741/2079864279_zpid/
1095,78748,UT Austin,9.45,"Bezdeka Properties1 (2205 Leah Cv), 2205 Leah Cv #D, Austin, TX 78748",1,2,850,30.176785,-97.82693,zillow.com/b/bezdeka-properties1-%282205-leah-cv%29-austin-tx-9LSpLZ/
1595,78704,UT Austin,3.51,"2115 Goodrich Ave UNIT 106, Austin, TX 78704",1,2,800,30.24914,-97.772804,zillow.com/homedetails/2115-Goodrich-Ave-UNIT-106-Austin-TX-78704/2055866771_zpid/
2250,78701,UT Austin,1.44,"505 W 7th St APT 116, Austin, TX 78701",1,2,914,30.27027,-97.74705,zillow.com/homedetails/505-W-7th-St-APT-116-Austin-TX-78701/29385872_zpid/
1295,78751,UT Austin,1.45,"Mayfair Terrace, 1037 E 44th St, Austin, TX 78751",1,2,680,30.301348,-97.716835,zillow.com/homedetails/1037-E-44th-St-Austin-TX-78751/29399588_zpid/
1339,78741,UT Austin,4.54,"Montecito, 3111 Parker Ln APT 0362, Austin, TX 78741",1,2,832,30.223423,-97.74093,zillow.com/apartments/austin-tx/montecito/5Xht79/
1695,78704,UT Austin,4.46,"3405 Clawson Rd UNIT A, Austin, TX 78704",1,2,780,30.235804,-97.7787,zillow.com/homedetails/3405-Clawson-Rd-UNIT-A-Austin-TX-78704/2055904890_zpid/
1425,78704,UT Austin,4.54,"3462 Willowrun Dr APT B, Austin, TX 78704",1,2,700,30.225088,-97.75374,zillow.com/homedetails/3462-Willowrun-Dr-APT-B-Austin-TX-78704/2088057060_zpid/
1895,78703,UT Austin,2.12,"Royal Arms II, 1311 Norwalk Ln APT G, Austin, TX 78703",1,2,850,30.288542,-97.77194,zillow.com/b/1309-norwalk-ln-austin-tx-9LRQbR/
1950,78756,UT Austin,1.39,"3902 Bailey Lane, 3902 Bailey Ln #B, Austin, TX 78756",1,2,793,30.307875,-97.74493,zillow.com/b/3902-bailey-lane-austin-tx-5YHvs7/
1275,78748,UT Austin,9.41,"2204 Leah Cv APT B, Austin, TX 78748",1,2,900,30.177286,-97.82657,zillow.com/homedetails/2204-Leah-Cv-APT-B-Austin-TX-78748/2086815992_zpid/
1695,78741,UT Austin,3.4,"1604 Parker Ln #B, Austin, TX 78741",1,2,800,30.24004,-97.7321,zillow.com/homedetails/1604-Parker-Ln-B-Austin-TX-78741/2098587339_zpid/
1299,78723,UT Austin,3.42,"5903 Harwill Cir #B, Austin, TX 78723",1,2,780,30.31009,-97.68467,zillow.com/homedetails/5903-Harwill-Cir-B-Austin-TX-78723/2118817430_zpid/
2985,78702,UT Austin,1.72,"Corazon, 1000 E 5th St, Austin, TX 78702",1,2,667,30.2645,-97.732216,zillow.com/apartments/austin-tx/corazon/5Yy9c5/
1695,78745,UT Austin,5.14,"Engelhardt Properties2 (4401 Hank Ave), 4401 Hank Ave #A, Austin, TX 78745",1,2,650,30.224642,-97.77946,zillow.com/b/engelhardt-properties2-%284401-hank-ave%29-austin-tx-9LSYq4/
1596,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 15169881, Austin, TX 78756",1,2,940,30.324932,-97.740974,zillow.com/homedetails/2211-Loop-15169881-Austin-TX-78756/2055986429_zpid/
1695,78757,UT Austin,5.05,"2212 Lanier Dr, 2212 Lanier Dr #A, Austin, TX 78757",1,2,1000,30.361712,-97.727554,zillow.com/b/2212-lanier-dr-austin-tx-9LTCYH/
1400,78723,UT Austin,2.27,"1309 E 52nd St #2, Austin, TX 78723",1,2,650,30.30848,-97.70573,zillow.com/homedetails/1309-E-52nd-St-2-Austin-TX-78723/241935317_zpid/
1995,78705,UT Austin,0.42,"2505 Seton Ave., 2505 Seton Ave, Austin, TX 78705",1,2,880,30.289783,-97.74349,zillow.com/b/2505-seton-ave.-austin-tx-5Xxk6R/
2195,78756,UT Austin,2.8,"5511 Clay Ave APT A, Austin, TX 78756",1,2,992,30.329535,-97.738266,zillow.com/homedetails/5511-Clay-Ave-APT-A-Austin-TX-78756/2082401440_zpid/
1723,78705,UT Austin,0.54,"River Oaks, 3001 Medical Arts St #RRO-112, Austin, TX 78705",1,2,954,30.2895,-97.72749,zillow.com/apartments/austin-tx/river-oaks/5Xht9S/
1450,78748,UT Austin,9.37,"9507 Nightjar Dr #A, Austin, TX 78748",1,2,911,30.18257,-97.83381,zillow.com/homedetails/9507-Nightjar-Dr-A-Austin-TX-78748/2125486655_zpid/
1450,78724,UT Austin,6.46,"AUS8207 Colony Loop, 8207 Colony Loop Dr #B, Austin, TX 78724",1,2,874,30.296741,-97.628624,zillow.com/b/aus8207-colony-loop-austin-tx-5YHpD8/
1525,78745,UT Austin,7.12,"6700 Cooper Ln APT 34, Austin, TX 78745",1,2,879,30.197807,-97.791916,zillow.com/homedetails/6700-Cooper-Ln-APT-34-Austin-TX-78745/89552790_zpid/
1450,78729,UT Austin,11.5,"Owens Properties2 (12700 Teague Trl), 12700 Teague Trl #A, Austin, TX 78729",1,2,900,30.4518,-97.77715,zillow.com/b/owens-properties2-%2812700-teague-trl%29-austin-tx-5bj3bP/
1950,78705,UT Austin,0.76,"405 E 38th St, Austin, TX 78705",1,2,963,30.298807,-97.73061,zillow.com/homedetails/405-E-38th-St-Austin-TX-78705/29398259_zpid/
1465,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 15118658, Austin, TX 78756",1,2,780,30.324932,-97.740974,zillow.com/homedetails/2211-Loop-15118658-Austin-TX-78756/2056231377_zpid/
2750,78703,UT Austin,1.71,"3206 Funston St, Austin, TX 78703",1,2,972,30.305887,-97.75749,zillow.com/homedetails/3206-Funston-St-Austin-TX-78703/29338524_zpid/
1647,78726,UT Austin,11.02,"Abelia Flats, 8225 N Fm 620 Rd APT 1416, Austin, TX 78726",1,2,857,30.419502,-97.84299,zillow.com/b/abelia-flats-austin-tx-BMz4jt/
2600,78703,UT Austin,2.32,"3205 Bridle Path, Austin, TX 78703",1,2,1100,30.293798,-97.77502,zillow.com/homedetails/3205-Bridle-Path-Austin-TX-78703/29335352_zpid/
1475,78723,UT Austin,1.95,"3138 Manor Rd UNIT 206, Austin, TX 78723",1,2,800,30.286964,-97.70397,zillow.com/homedetails/3138-Manor-Rd-UNIT-206-Austin-TX-78723/2070312500_zpid/
2100,78704,UT Austin,3.45,"Westridge Duplex, 1902 Westridge Dr #A, Austin, TX 78704",1,2,1598,30.256117,-97.77987,zillow.com/b/westridge-duplex-austin-tx-9LRVNb/
2700,78705,UT Austin,0.51,"3301 Liberty St, Austin, TX 78705",1,2,1300,30.294605,-97.73088,zillow.com/homedetails/3301-Liberty-St-Austin-TX-78705/29398327_zpid/
1250,78745,UT Austin,6.17,"127 ROSE, 5500 Rose Hill Cir APT C, Austin, TX 78745",1,2,840,30.214725,-97.79391,zillow.com/b/127-rose-austin-tx-5jCZjG/
2000,78751,UT Austin,1.99,"5015 Avenue G, Austin, TX 78751",1,2,1000,30.314865,-97.72154,zillow.com/homedetails/5015-Avenue-G-Austin-TX-78751/29406428_zpid/
1695,78723,UT Austin,4.08,"6205 Hyside, 6205 Hyside Dr #B, Austin, TX 78723",1,2,890,30.306683,-97.671234,zillow.com/b/6205-hyside-austin-tx-9LRjWV/
1417,78744,UT Austin,6.77,"Terrace Cove, 6201 Sneed Cv #1525, Austin, TX 78744",1,2,750,30.193949,-97.76345,zillow.com/apartments/austin-tx/terrace-cove/5hJBQv/
1500,78741,UT Austin,4.24,"1626 Royal Hill Dr #A, Austin, TX 78741",1,2,1806,30.227974,-97.74284,zillow.com/homedetails/1626-Royal-Hill-Dr-A-Austin-TX-78741/2062663293_zpid/
1795,78704,UT Austin,4.49,"Perlman Properties (3511 Southridge Dr), 3511 Southridge Dr #A, Austin, TX 78704",1,2,900,30.23488,-97.77792,zillow.com/b/perlman-properties-%283511-southridge-dr%29-austin-tx-5XxmqP/
1465,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 15045050, Austin, TX 78756",1,2,780,30.324932,-97.740974,zillow.com/homedetails/2211-Loop-15045050-Austin-TX-78756/2056537449_zpid/
1770,78721,UT Austin,2.47,"1704 E M Franklin Ave APT B, Austin, TX 78721",1,2,1200,30.282042,-97.69595,zillow.com/homedetails/1704-E-M-Franklin-Ave-APT-B-Austin-TX-78721/2089595945_zpid/
1250,78757,UT Austin,3.91,"2106 Cullen Ave APT 111, Austin, TX 78757",1,2,828,30.345675,-97.734184,zillow.com/homedetails/2106-Cullen-Ave-APT-111-Austin-TX-78757/79981605_zpid/
1175,78753,UT Austin,6.13,"Arrowhead Park, 605 Masterson Pass, Austin, TX 78753",1,2,762,30.368713,-97.69107,zillow.com/apartments/austin-tx/arrowhead-park/5XhsyW/
1695,78703,UT Austin,1.8,"1616 W 6th St, 1616 W 6th St #140, Austin, TX 78703",1,2,725,30.276726,-97.76312,zillow.com/apartments/austin-tx/1616-w-6th-st/5Xhsxf/
1835,78703,UT Austin,1.26,"Lorrain Apartments, 1401 Enfield Rd #LOR-212, Austin, TX 78703",1,2,980,30.28116,-97.75551,zillow.com/apartments/austin-tx/lorrain-apartments/5Xht63/
2647,78702,UT Austin,1.92,"Sentral East Austin at 1614 E. Sixth, 1614 E 6th St #303, Austin, TX 78702",1,2,1022,30.263016,-97.72527,zillow.com/apartments/austin-tx/sentral-east-austin-at-1614-e.-sixth/9T5W95/
2075,78721,UT Austin,3.07,"1408 Springdale Rd, Austin, TX 78721",1,2,892,30.281729,-97.685684,zillow.com/homedetails/1408-Springdale-Rd-Austin-TX-78721/29392601_zpid/
2100,78741,UT Austin,3.99,"2410 Audubon Pl, Austin, TX 78741",1,2,861,30.231474,-97.74056,zillow.com/homedetails/2410-Audubon-Pl-Austin-TX-78741/29462813_zpid/
1250,78752,UT Austin,3.69,"305 E Croslin St APT 109, Austin, TX 78752",1,2,3904,30.33603,-97.70712,zillow.com/homedetails/305-E-Croslin-St-APT-109-Austin-TX-78752/2102208073_zpid/
1700,78723,UT Austin,4.08,"6103 Hyside, 6103 Hyside Dr #A, Austin, TX 78723",1,2,890,30.306128,-97.67105,zillow.com/b/6103-hyside-austin-tx-9LRjTQ/
2045,78722,UT Austin,1.29,"F06, 1305 Kirkwood Rd #B, Austin, TX 78722",1,2,900,30.295507,-97.716156,zillow.com/b/f06-austin-tx-5XxskH/
2331,78751,UT Austin,1.67,"4510 West Guadalupe Street, 4510 W Guadalupe St #12037298, Austin, TX 78751",1,2,948,30.313005,-97.73305,zillow.com/b/4510-west-guadalupe-street-austin-tx-5dC2s5/
1400,78704,UT Austin,4.6,"3438 Willowrun Drive, 3438 Willowrun Dr #D, Austin, TX 78704",1,2,825,30.224714,-97.75609,zillow.com/b/3438-willowrun-drive-austin-tx-5bgLcf/
1596,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 14934392, Austin, TX 78756",1,2,940,30.324932,-97.740974,zillow.com/homedetails/2211-Loop-14934392-Austin-TX-78756/2057428934_zpid/
1596,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 14689866, Austin, TX 78756",1,2,940,30.324932,-97.740974,zillow.com/homedetails/2211-Loop-14689866-Austin-TX-78756/2057429638_zpid/
1465,78756,UT Austin,2.49,"The Rosedale, 2211 Loop 14858502, Austin, TX 78756",1,2,780,30.324932,-97.740974,zillow.com/homedetails/2211-Loop-14858502-Austin-TX-78756/2057429869_zpid/
1995,78758,UT Austin,7.4,"11415 Ptarmigan Dr #A, Austin, TX 78758",1,2,957,30.392134,-97.70273,zillow.com/homedetails/11415-Ptarmigan-Dr-A-Austin-TX-78758/2057464330_zpid/
2495,78705,UT Austin,0.57,"908 E 32nd St APT 103, Austin, TX 78705",1,2,854,30.291086,-97.7272,zillow.com/homedetails/908-E-32nd-St-APT-103-Austin-TX-78705/29396035_zpid/
1595,78753,UT Austin,5.23,"502 Capitol Dr, Austin, TX 78753",1,2,836,30.35496,-97.69335,zillow.com/homedetails/502-Capitol-Dr-Austin-TX-78753/29422822_zpid/
1895,78751,UT Austin,2.12,"937 E 52nd St, Austin, TX 78751",1,2,1210,30.311377,-97.71222,zillow.com/homedetails/937-E-52nd-St-Austin-TX-78751/29405413_zpid/
1741,78741,UT Austin,2.91,"The Breakers on the Lake, 1500 E Riverside Dr, Austin, TX 78741",1,2,871,30.247126,-97.73155,zillow.com/apartments/austin-tx/the-breakers-on-the-lake/5Xhswj/
2250,78751,UT Austin,1.79,"913 E 48th St, Austin, TX 78751",1,2,800,30.307053,-97.71491,zillow.com/homedetails/913-E-48th-St-Austin-TX-78751/29401885_zpid/
2000,78721,UT Austin,3.29,"5103 Delores Ave, Austin, TX 78721",1,2,874,30.274221,-97.68412,zillow.com/homedetails/5103-Delores-Ave-Austin-TX-78721/29388933_zpid/
2550,78704,UT Austin,3.47,"1802 Blue Crest Dr #A, Austin, TX 78704",1,2,800,30.249968,-97.77307,zillow.com/homedetails/1802-Blue-Crest-Dr-A-Austin-TX-78704/2108469894_zpid/
2150,78723,UT Austin,2.63,"1600 Westmoor Dr, Austin, TX 78723",1,2,888,30.307842,-97.69809,zillow.com/homedetails/1600-Westmoor-Dr-Austin-TX-78723/29403913_zpid/
1699,78723,UT Austin,2.99,"1504 Braes Ridge Dr #B, Austin, TX 78723",1,2,950,30.313923,-97.69538,zillow.com/homedetails/1504-Braes-Ridge-Dr-B-Austin-TX-78723/2112644010_zpid/
1625,78753,UT Austin,8.37,"12214 Thompkins Dr #A, Austin, TX 78753",1,2,840,30.390453,-97.65966,zillow.com/homedetails/12214-Thompkins-Dr-A-Austin-TX-78753/2057565340_zpid/
2600,78704,UT Austin,4.96,"2016 Gathright Cv BUILDING B, Austin, TX 78704",1,2,948,30.232883,-97.78817,zillow.com/homedetails/2016-Gathright-Cv-BUILDING-B-Austin-TX-78704/2061711242_zpid/
1900,78749,UT Austin,7.61,"5914 Westcreek Dr BUILDING B, Austin, TX 78749",1,2,1000,30.232931,-97.84618,zillow.com/homedetails/5914-Westcreek-Dr-BUILDING-B-Austin-TX-78749/2056531798_zpid/
2100,78703,UT Austin,1.72,"2403 Jarratt Ave #1, Austin, TX 78703",1,2,1000,30.291622,-97.76525,zillow.com/homedetails/2403-Jarratt-Ave-1-Austin-TX-78703/2069510629_zpid/
2390,78757,UT Austin,3.82,"1311 Madison Ave, Austin, TX 78757",1,2,1068,30.343357,-97.72421,zillow.com/homedetails/1311-Madison-Ave-Austin-TX-78757/29418196_zpid/
8000,78704,UT Austin,2.83,"1404 Eva St, Austin, TX 78704",1,2,902,30.250044,-97.75102,zillow.com/homedetails/1404-Eva-St-Austin-TX-78704/29472013_zpid/
1600,78745,UT Austin,5.65,"4701 Sagebrush Trl #B, Austin, TX 78745",1,2,1086,30.228155,-97.79957,zillow.com/homedetails/4701-Sagebrush-Trl-B-Austin-TX-78745/2055069045_zpid/
2750,78702,UT Austin,2.75,"2206 Haskell St, Austin, TX 78702",1,2,1200,30.251253,-97.722115,zillow.com/homedetails/2206-Haskell-St-Austin-TX-78702/29382323_zpid/
1600,78753,UT Austin,7.16,"11401 Tedford St UNIT 4, Austin, TX 78753",1,2,976,30.382238,-97.68384,zillow.com/homedetails/11401-Tedford-St-UNIT-4-Austin-TX-78753/2068516899_zpid/
1800,78749,UT Austin,7.62,"6000 Westcreek Dr APT A, Austin, TX 78749",1,2,864,30.23262,-97.84627,zillow.com/homedetails/6000-Westcreek-Dr-APT-A-Austin-TX-78749/2097582731_zpid/
2700,78757,UT Austin,3.21,"1316 Arcadia Ave, Austin, TX 78757",1,2,1049,30.3351,-97.72937,zillow.com/homedetails/1316-Arcadia-Ave-Austin-TX-78757/29414745_zpid/
1950,78757,UT Austin,4.13,"7617 Watson St, Austin, TX 78757",1,2,958,30.346537,-97.71774,zillow.com/homedetails/7617-Watson-St-Austin-TX-78757/2101189457_zpid/
2875,78758,UT Austin,6.72,"10625 Golden Quail Dr #A, Austin, TX 78758",1,2,900,30.381475,-97.70145,zillow.com/homedetails/10625-Golden-Quail-Dr-A-Austin-TX-78758/2120205214_zpid/
3500,78704,UT Austin,3.17,"902 W Mary St, Austin, TX 78704",1,2,950,30.248207,-97.760826,zillow.com/homedetails/902-W-Mary-St-Austin-TX-78704/29472159_zpid/
2400,78741,UT Austin,4.06,"2508 Audubon Pl, Austin, TX 78741",1,2,925,30.230484,-97.74117,zillow.com/homedetails/2508-Audubon-Pl-Austin-TX-78741/29462820_zpid/
1875,78704,UT Austin,3.83,"2511 Sherwood Ln #A, Austin, TX 78704",1,2,810,30.235086,-97.75129,zillow.com/homedetails/2511-Sherwood-Ln-A-Austin-TX-78704/2120338179_zpid/
2249,78757,UT Austin,4.9,"8001 Pinedale Cv, Austin, TX 78757",1,2,889,30.35996,-97.73255,zillow.com/homedetails/8001-Pinedale-Cv-Austin-TX-78757/29424807_zpid/
1800,78702,UT Austin,1.4,"1815 Singleton Ave, Austin, TX 78702",1,2,800,30.280659,-97.71505,zillow.com/homedetails/1815-Singleton-Ave-Austin-TX-78702/29389658_zpid/
2800,78703,UT Austin,1.71,"608 Pressler St, Austin, TX 78703",1,2,1000,30.274754,-97.75991,zillow.com/homedetails/608-Pressler-St-Austin-TX-78703/29327456_zpid/
1850,78704,UT Austin,2.65,"900 S Lamar Blvd APT 210, Austin, TX 78704",1,2,856,30.257196,-97.76112,zillow.com/homedetails/900-S-Lamar-Blvd-APT-210-Austin-TX-78704/79981339_zpid/
1300,78745,UT Austin,5.98,"5208 Tahoe Trl APT C, Austin, TX 78745",1,2,728,30.224201,-97.80282,zillow.com/homedetails/5208-Tahoe-Trl-APT-C-Austin-TX-78745/2081109207_zpid/
2250,78731,UT Austin,1.79,"3802 Bull Creek Rd, Austin, TX 78731",1,2,1950,30.311096,-97.75213,zillow.com/homedetails/3802-Bull-Creek-Rd-Austin-TX-78731/2055131400_zpid/
1995,78704,UT Austin,2.99,"1302 Hollow Creek Dr UNIT C, Austin, TX 78704",1,2,900,30.261133,-97.77478,zillow.com/homedetails/1302-Hollow-Creek-Dr-UNIT-C-Austin-TX-78704/2055132732_zpid/
3195,78702,UT Austin,1.91,"2903 E 13th St, Austin, TX 78702",1,2,675,30.276358,-97.70804,zillow.com/homedetails/2903-E-13th-St-Austin-TX-78702/29389810_zpid/
